-48.438,-48.438,-0.10706
-48.438,-46.875,-0.059317
-48.438,-45.313,-0.0041912
-48.438,-43.75,-0.098986
-48.438,-42.188,-0.24234
-48.438,-40.625,-0.3978
-48.438,-39.063,-0.51489
-48.438,-37.5,-0.57253
-48.438,-35.938,-0.58267
-48.438,-34.375,-0.56807
-48.438,-32.813,-0.64615
-48.438,-31.25,-0.64539
-48.438,-29.688,-0.76131
-48.438,-28.125,-0.79254
-48.438,-26.563,-0.70813
-48.438,-25,-0.6006
-48.438,-23.438,-0.4327
-48.438,-21.875,-0.31674
-48.438,-20.313,-0.19805
-48.438,-18.75,-0.13592
-48.438,-17.188,-0.061196
-48.438,-15.625,0.019091
-48.438,-14.063,0.051091
-48.438,-12.5,-0.017859
-48.438,-10.938,-0.075792
-48.438,-9.375,-0.13532
-48.438,-7.8125,-0.25843
-48.438,-6.25,-0.32822
-48.438,-4.6875,-0.30492
-48.438,-3.125,-0.26747
-48.438,-1.5625,-0.22974
-48.438,0,-0.4071
-48.438,1.5625,-0.41268
-48.438,3.125,-0.32506
-48.438,4.6875,-0.34385
-48.438,6.25,-0.38574
-48.438,7.8125,-0.3296
-48.438,9.375,-0.24004
-48.438,10.938,-0.03863
-48.438,12.5,0.060104
-48.438,14.063,0.11291
-48.438,15.625,0.23828
-48.438,17.188,0.46745
-48.438,18.75,0.65518
-48.438,20.313,0.63531
-48.438,21.875,0.5746
-48.438,23.438,0.53678
-48.438,25,0.52194
-48.438,26.563,0.53708
-48.438,28.125,0.47481
-48.438,29.688,0.39066
-48.438,31.25,0.33743
-48.438,32.813,0.095486
-48.438,34.375,0.1033
-48.438,35.938,0.090283
-48.438,37.5,0.03644
-48.438,39.063,0.15295
-48.438,40.625,0.16877
-48.438,42.188,0.19409
-48.438,43.75,0.065011
-48.438,45.313,-0.048548
-48.438,46.875,-0.25817
-48.438,48.438,-0.40205
-48.438,50,-0.2562
-46.875,-48.438,-0.30903
-46.875,-46.875,-0.32748
-46.875,-45.313,-0.31064
-46.875,-43.75,-0.4079
-46.875,-42.188,-0.49805
-46.875,-40.625,-0.51629
-46.875,-39.063,-0.59158
-46.875,-37.5,-0.64018
-46.875,-35.938,-0.69548
-46.875,-34.375,-0.75961
-46.875,-32.813,-0.74676
-46.875,-31.25,-0.58939
-46.875,-29.688,-0.47386
-46.875,-28.125,-0.39879
-46.875,-26.563,-0.26347
-46.875,-25,-0.18972
-46.875,-23.438,-0.14586
-46.875,-21.875,-0.024721
-46.875,-20.313,0.040292
-46.875,-18.75,0.12331
-46.875,-17.188,0.24958
-46.875,-15.625,0.18055
-46.875,-14.063,-0.019439
-46.875,-12.5,-0.16804
-46.875,-10.938,-0.38487
-46.875,-9.375,-0.55624
-46.875,-7.8125,-0.54396
-46.875,-6.25,-0.50978
-46.875,-4.6875,-0.48008
-46.875,-3.125,-0.40884
-46.875,-1.5625,-0.36484
-46.875,0,-0.48241
-46.875,1.5625,-0.46228
-46.875,3.125,-0.32602
-46.875,4.6875,-0.29889
-46.875,6.25,-0.29435
-46.875,7.8125,-0.27602
-46.875,9.375,-0.20681
-46.875,10.938,-0.011073
-46.875,12.5,0.14987
-46.875,14.063,0.18939
-46.875,15.625,0.29531
-46.875,17.188,0.41709
-46.875,18.75,0.56594
-46.875,20.313,0.63855
-46.875,21.875,0.70189
-46.875,23.438,0.71126
-46.875,25,0.73685
-46.875,26.563,0.66551
-46.875,28.125,0.38119
-46.875,29.688,0.239
-46.875,31.25,0.1679
-46.875,32.813,-0.091604
-46.875,34.375,-0.29139
-46.875,35.938,-0.18769
-46.875,37.5,-0.026797
-46.875,39.063,0.071991
-46.875,40.625,0.171
-46.875,42.188,0.15941
-46.875,43.75,0.064039
-46.875,45.313,-0.13031
-46.875,46.875,-0.2762
-46.875,48.438,-0.33283
-46.875,50,-0.30331
-45.313,-48.438,-0.42014
-45.313,-46.875,-0.39534
-45.313,-45.313,-0.39851
-45.313,-43.75,-0.47829
-45.313,-42.188,-0.51452
-45.313,-40.625,-0.49796
-45.313,-39.063,-0.52161
-45.313,-37.5,-0.52915
-45.313,-35.938,-0.59886
-45.313,-34.375,-0.62166
-45.313,-32.813,-0.51007
-45.313,-31.25,-0.26288
-45.313,-29.688,-0.0094173
-45.313,-28.125,0.18289
-45.313,-26.563,0.32291
-45.313,-25,0.30438
-45.313,-23.438,0.22364
-45.313,-21.875,0.22012
-45.313,-20.313,0.30252
-45.313,-18.75,0.39571
-45.313,-17.188,0.44839
