-48.438,-48.438,-0.22242
-48.438,-46.875,-0.15726
-48.438,-45.313,-0.1293
-48.438,-43.75,-0.14742
-48.438,-42.188,-0.10356
-48.438,-40.625,0.017693
-48.438,-39.063,0.043121
-48.438,-37.5,0.0027529
-48.438,-35.938,-0.12096
-48.438,-34.375,-0.20129
-48.438,-32.813,-0.28881
-48.438,-31.25,-0.54425
-48.438,-29.688,-0.77716
-48.438,-28.125,-1.052
-48.438,-26.563,-1.1655
-48.438,-25,-1.0292
-48.438,-23.438,-0.95409
-48.438,-21.875,-0.92853
-48.438,-20.313,-0.83887
-48.438,-18.75,-0.86422
-48.438,-17.188,-0.80001
-48.438,-15.625,-0.8547
-48.438,-14.063,-0.91935
-48.438,-12.5,-0.91869
-48.438,-10.938,-0.77074
-48.438,-9.375,-0.60161
-48.438,-7.8125,-0.43558
-48.438,-6.25,-0.34323
-48.438,-4.6875,-0.39893
-48.438,-3.125,-0.25786
-48.438,-1.5625,-0.13452
-48.438,0,-0.19074
-48.438,1.5625,-0.32714
-48.438,3.125,-0.35025
-48.438,4.6875,-0.19023
-48.438,6.25,-0.0065289
-48.438,7.8125,0.16862
-48.438,9.375,0.2898
-48.438,10.938,0.29498
-48.438,12.5,0.3608
-48.438,14.063,0.50185
-48.438,15.625,0.5915
-48.438,17.188,0.53988
-48.438,18.75,0.45213
-48.438,20.313,0.30684
-48.438,21.875,0.20272
-48.438,23.438,0.065413
-48.438,25,-0.010928
-48.438,26.563,-0.036507
-48.438,28.125,-0.00031106
-48.438,29.688,-0.034737
-48.438,31.25,-0.15019
-48.438,32.813,-0.20211
-48.438,34.375,-0.3061
-48.438,35.938,-0.40283
-48.438,37.5,-0.3667
-48.438,39.063,-0.28698
-48.438,40.625,-0.22431
-48.438,42.188,-0.23
-48.438,43.75,-0.30101
-48.438,45.313,-0.26366
-48.438,46.875,-0.22917
-48.438,48.438,-0.26174
-48.438,50,-0.23215
-46.875,-48.438,0.076258
-46.875,-46.875,0.11857
-46.875,-45.313,0.076332
-46.875,-43.75,0.12255
-46.875,-42.188,0.1435
-46.875,-40.625,0.26275
-46.875,-39.063,0.3029
-46.875,-37.5,0.25729
-46.875,-35.938,0.10864
-46.875,-34.375,-0.056623
-46.875,-32.813,-0.32081
-46.875,-31.25,-0.71379
-46.875,-29.688,-0.88775
-46.875,-28.125,-1.0286
-46.875,-26.563,-1.0449
-46.875,-25,-0.95043
-46.875,-23.438,-0.85488
-46.875,-21.875,-0.96917
-46.875,-20.313,-0.98966
-46.875,-18.75,-0.98804
-46.875,-17.188,-0.96402
-46.875,-15.625,-0.94298
-46.875,-14.063,-0.89669
-46.875,-12.5,-0.8599
-46.875,-10.938,-0.7735
-46.875,-9.375,-0.64237
-46.875,-7.8125,-0.48814
-46.875,-6.25,-0.36002
-46.875,-4.6875,-0.22601
-46.875,-3.125,-0.086313
-46.875,-1.5625,-0.0039208
-46.875,0,-0.072037
-46.875,1.5625,-0.18341
-46.875,3.125,-0.096332
-46.875,4.6875,0.092852
-46.875,6.25,0.17861
-46.875,7.8125,0.30371
-46.875,9.375,0.44221
-46.875,10.938,0.52235
-46.875,12.5,0.71406
-46.875,14.063,0.85446
-46.875,15.625,0.80544
-46.875,17.188,0.67932
-46.875,18.75,0.47967
-46.875,20.313,0.36087
-46.875,21.875,0.23315
-46.875,23.438,0.0074953
-46.875,25,-0.13868
-46.875,26.563,-0.10373
-46.875,28.125,0.0034568
-46.875,29.688,-0.1105
-46.875,31.25,-0.21304
-46.875,32.813,-0.17828
-46.875,34.375,-0.3164
-46.875,35.938,-0.44485
-46.875,37.5,-0.30867
-46.875,39.063,-0.068126
-46.875,40.625,0.0098571
-46.875,42.188,0.01559
-46.875,43.75,-0.0091451
-46.875,45.313,0.055197
-46.875,46.875,0.093018
-46.875,48.438,0.051169
-46.875,50,0.0087758
-45.313,-48.438,0.24394
-45.313,-46.875,0.36072
-45.313,-45.313,0.4352
-45.313,-43.75,0.44152
-45.313,-42.188,0.48996
-45.313,-40.625,0.51351
-45.313,-39.063,0.53673
-45.313,-37.5,0.49026
-45.313,-35.938,0.23895
-45.313,-34.375,-0.035767
-45.313,-32.813,-0.39546
-45.313,-31.25,-0.77054
-45.313,-29.688,-0.95076
-45.313,-28.125,-0.96573
-45.313,-26.563,-0.81933
-45.313,-25,-0.66332
-45.313,-23.438,-0.71917
-45.313,-21.875,-0.8736
-45.313,-20.313,-0.84335
-45.313,-18.75,-0.92346
-45.313,-17.188,-0.89989
-45.313,-15.625,-0.7873
-45.313,-14.063,-0.72619
-45.313,-12.5,-0.69501
-45.313,-10.938,-0.69315
-45.313,-9.375,-0.56205
-45.313,-7.8125,-0.43953
-45.313,-6.25,-0.20619
-45.313,-4.6875,-0.020411
-45.313,-3.125,0.033115
-45.313,-1.5625,-0.0084674
-45.313,0,-0.088391
-45.313,1.5625,-0.046502
-45.313,3.125,0.19999
-45.313,4.6875,0.32215
-45.313,6.25,0.28098
-45.313,7.8125,0.39023
-45.313,9.375,0.49818
-45.313,10.938,0.59886
-45.313,12.5,0.78905
-45.313,14.063,0.85759
-45.313,15.625,0.86869
-45.313,17.188,0.7188
-45.313,18.75,0.47403
-45.313,20.313,0.22996
-45.313,21.875,0.087231
-45.313,23.438,0.050169
-45.313,25,-0.096597
-45.313,26.563,-0.066632
-45.313,28.125,-0.046089
-45.313,29.688,-0.042615
-45.313,31.25,-0.13738
-45.313,32.813,-0.022443
-45.313,34.375,-0.084371
-45.313,35.938,-0.1735
-45.313,37.5,-0.049922
-45.313,39.063,0.020622
-45.313,40.625,0.14722
-45.313,42.188,0.20178
-45.313,43.75,0.19335
-45.313,45.313,0.23461
-45.313,46.875,0.28931
-45.313,48.438,0.25205
-45.313,50,0.16307
-43.75,-48.438,0.3009
-43.75,-46.875,0.51822
-43.75,-45.313,0.67907
-43.75,-43.75,0.653
-43.75,-42.188,0.66272
-43.75,-40.625,0.59693
-43.75,-39.063,0.56828
-43.75,-37.5,0.50367
-43.75,-35.938,0.22219
-43.75,-34.375,-0.15264
-43.75,-32.813,-0.43437
-43.75,-31.25,-0.61689
-43.75,-29.688,-0.84696
-43.75,-28.125,-0.81904
-43.75,-26.563,-0.64456
-43.75,-25,-0.64976
-43.75,-23.438,-0.78558
